strategy,exit_horizon_min,cost_bps,trade_count,win_rate,avg_gross_bps,avg_net_bps,total_net_points,expectancy,max_drawdown_proxy,profit_factor_proxy,median_return_bps,p25_return_bps,p75_return_bps,long_count,short_count,instrument_breakdown,time_of_day_breakdown,spam_flags
banknifty_intraday.generate_signal,30,5.0,530,0.339623,1.989048,-3.010952,-9246.938875,-17.447054,-12428.819225,0.540241,-4.090003,-11.609144,3.851582,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,30,5.0,530,0.339623,1.989048,-3.010952,-9246.938875,-17.447054,-12428.819225,0.540241,-4.090003,-11.609144,3.851582,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,30,5.0,530,0.339623,1.989048,-3.010952,-9246.938875,-17.447054,-12428.819225,0.540241,-4.090003,-11.609144,3.851582,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,30,5.0,183,0.240437,-5.085046,-10.085046,-9769.682665,-53.386244,-9727.89019,0.183144,-10.292529,-18.051654,-0.425614,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,30,5.0,605,0.363636,2.111898,-2.888102,-10192.78618,-16.84758,-13486.88718,0.566684,-4.018969,-12.476885,5.019477,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,30,5.0,605,0.363636,2.111898,-2.888102,-10192.78618,-16.84758,-13486.88718,0.566684,-4.018969,-12.476885,5.019477,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,30,5.0,635,0.351181,1.682295,-3.317705,-12551.713435,-19.766478,-14512.35016,0.532247,-4.075354,-12.414009,4.654467,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,30,5.0,943,0.351007,-0.844969,-5.844969,-28893.669905,-30.640159,-28851.87743,0.415523,-6.03905,-16.983874,5.30601,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,5,10.0,86,0.034884,1.733481,-8.266519,-3709.06982,-43.128719,-3684.26707,0.011045,-7.720464,-11.269731,-5.015506,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,5,10.0,123,0.04065,1.66099,-8.33901,-5244.91001,-42.641545,-5203.30011,0.016785,-7.97455,-11.244976,-5.217439,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,5,10.0,205,0.019512,0.134258,-9.865742,-10181.55947,-49.666144,-10157.83322,0.005887,-9.491789,-14.402056,-5.863188,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,5,10.0,183,0.038251,-1.264581,-11.264581,-10805.24533,-59.045056,-10781.61038,0.016816,-12.364265,-15.796915,-7.153409,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,5,10.0,225,0.106667,0.718952,-9.281048,-13116.69121,-58.296405,-13110.69462,0.069859,-10.499482,-13.983958,-5.42992,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,5,10.0,264,0.034091,0.196971,-9.803029,-13419.80672,-50.832601,-13381.47882,0.006529,-9.675551,-14.307918,-5.859601,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
banknifty_intraday.generate_signal,5,10.0,530,0.049057,0.343268,-9.656732,-26968.74775,-50.88443,-26928.1235,0.013129,-9.673389,-13.976346,-5.633876,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,5,10.0,530,0.049057,0.343268,-9.656732,-26968.74775,-50.88443,-26928.1235,0.013129,-9.673389,-13.976346,-5.633876,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,5,10.0,530,0.049057,0.343268,-9.656732,-26968.74775,-50.88443,-26928.1235,0.013129,-9.673389,-13.976346,-5.633876,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,5,10.0,605,0.056198,0.422864,-9.577136,-30923.57236,-51.113343,-30887.60706,0.013271,-9.525609,-13.786323,-5.443693,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,5,10.0,605,0.056198,0.422864,-9.577136,-30923.57236,-51.113343,-30887.60706,0.013271,-9.525609,-13.786323,-5.443693,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,5,10.0,635,0.074016,0.661947,-9.338053,-32178.86687,-50.675381,-32149.84187,0.038444,-9.701643,-13.790679,-5.267842,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,5,10.0,943,0.065748,-0.122046,-10.122046,-50426.97981,-53.475058,-50403.34486,0.032521,-10.623403,-14.554096,-6.21911,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,10,10.0,86,0.104651,2.155852,-7.844148,-3445.04982,-40.058719,-3431.74707,0.035521,-7.146585,-10.99608,-4.066897,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,10,10.0,123,0.113821,2.990828,-7.009172,-4358.92001,-35.438374,-4333.51011,0.059208,-6.638652,-10.386087,-3.569784,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,10,10.0,205,0.121951,0.519865,-9.480135,-9734.74947,-47.486583,-9767.40387,0.053432,-10.558183,-15.073598,-3.848079,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,10,10.0,183,0.081967,-1.56853,-11.56853,-11140.62533,-60.877734,-11108.39038,0.048739,-11.690846,-16.541091,-8.552236,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,10,10.0,264,0.143939,0.937755,-9.062245,-12374.89672,-46.874609,-12401.75647,0.068967,-10.598963,-14.651648,-3.028192,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,10,10.0,225,0.124444,-0.655557,-10.655557,-15112.46121,-67.166494,-15096.88621,0.077268,-9.783428,-17.030662,-4.752744,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
banknifty_intraday.generate_signal,10,10.0,530,0.137736,0.777678,-9.222322,-25961.34775,-48.983675,-25926.2735,0.064117,-10.125164,-14.309186,-4.298292,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,10,10.0,530,0.137736,0.777678,-9.222322,-25961.34775,-48.983675,-25926.2735,0.064117,-10.125164,-14.309186,-4.298292,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,10,10.0,530,0.137736,0.777678,-9.222322,-25961.34775,-48.983675,-25926.2735,0.064117,-10.125164,-14.309186,-4.298292,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,10,10.0,605,0.150413,0.974854,-9.025146,-29357.54236,-48.524863,-29326.87706,0.068286,-9.864444,-14.259449,-3.581501,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,10,10.0,605,0.150413,0.974854,-9.025146,-29357.54236,-48.524863,-29326.87706,0.068286,-9.864444,-14.259449,-3.581501,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,10,10.0,635,0.148031,0.706421,-9.293579,-32527.77687,-51.224845,-32512.20187,0.080407,-9.948014,-14.523565,-4.002931,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,10,10.0,943,0.11877,-0.580573,-10.580573,-52764.15981,-55.95351,-52731.92486,0.055829,-10.647726,-15.923539,-4.928468,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,15,10.0,86,0.139535,2.943449,-7.056551,-3049.78982,-35.462672,-3033.68707,0.07108,-7.150541,-11.89373,-3.878775,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,15,10.0,123,0.146341,3.582504,-6.417496,-3956.39001,-32.165772,-3939.68011,0.074032,-6.194713,-9.819928,-3.114619,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,15,10.0,205,0.185366,0.229107,-9.770893,-10113.12947,-49.332339,-10202.38387,0.111646,-12.357792,-16.083477,-4.093806,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
pro.TimeWindowStrategy,15,10.0,183,0.114754,-0.762559,-10.762559,-10274.20533,-56.143199,-10245.97038,0.083767,-10.8972,-15.562224,-6.843814,82,101,"{""BANKNIFTY"": 61, ""NIFTY"": 61, ""SENSEX"": 61}","{""late_1400_close"": 135, ""mid_morning_1000_1159"": 3, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.orb_breakout_signal,15,10.0,264,0.208333,0.989948,-9.010052,-12263.62672,-46.453132,-12368.40487,0.131425,-11.041764,-15.717081,-2.663507,0,264,"{""BANKNIFTY"": 77, ""NIFTY"": 100, ""SENSEX"": 87}","{""late_1400_close"": 76, ""mid_morning_1000_1159"": 3, ""midday_1200_1359"": 185}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.micro_pattern_signal,15,10.0,225,0.2,-0.105756,-10.105756,-14405.68121,-64.02525,-14391.48696,0.118295,-8.899927,-18.332075,-2.531586,107,118,"{""BANKNIFTY"": 101, ""NIFTY"": 22, ""SENSEX"": 102}","{""late_1400_close"": 46, ""mid_morning_1000_1159"": 77, ""midday_1200_1359"": 92, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
banknifty_intraday.generate_signal,15,10.0,530,0.192453,1.618126,-8.381874,-23609.10775,-44.545486,-23649.72615,0.113903,-9.624458,-14.641379,-2.732906,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
nifty_intraday.generate_signal,15,10.0,530,0.192453,1.618126,-8.381874,-23609.10775,-44.545486,-23649.72615,0.113903,-9.624458,-14.641379,-2.732906,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
sensex_intraday.generate_signal,15,10.0,530,0.192453,1.618126,-8.381874,-23609.10775,-44.545486,-23649.72615,0.113903,-9.624458,-14.641379,-2.732906,16,514,"{""BANKNIFTY"": 154, ""NIFTY"": 190, ""SENSEX"": 186}","{""late_1400_close"": 120, ""mid_morning_1000_1159"": 54, ""midday_1200_1359"": 356}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.vwap_candidate_generator.build_vwap_candidate_intents,15,10.0,605,0.193388,1.515083,-8.484917,-27767.15236,-45.89612,-27730.43706,0.112932,-9.500581,-14.843009,-2.280924,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.trend_vwap_signal,15,10.0,605,0.193388,1.515083,-8.484917,-27767.15236,-45.89612,-27730.43706,0.112932,-9.500581,-14.843009,-2.280924,44,561,"{""BANKNIFTY"": 183, ""NIFTY"": 206, ""SENSEX"": 216}","{""late_1400_close"": 134, ""mid_morning_1000_1159"": 111, ""midday_1200_1359"": 360}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.ensemble_signal,15,10.0,635,0.20315,1.414393,-8.585607,-30156.23687,-47.490137,-30142.04262,0.128428,-9.352928,-14.838108,-2.156464,68,567,"{""BANKNIFTY"": 211, ""NIFTY"": 197, ""SENSEX"": 227}","{""late_1400_close"": 143, ""mid_morning_1000_1159"": 123, ""midday_1200_1359"": 359, ""open_0915_0959"": 10}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.event_breakout_signal,15,10.0,943,0.186638,-0.089691,-10.089691,-49960.21981,-52.980085,-49931.98486,0.098399,-9.88133,-16.427896,-3.153077,419,524,"{""BANKNIFTY"": 314, ""NIFTY"": 315, ""SENSEX"": 314}","{""late_1400_close"": 179, ""mid_morning_1000_1159"": 359, ""midday_1200_1359"": 360, ""open_0915_0959"": 45}",SIGNAL_SPAM_RISK:MORE_THAN_100_TRADES_PER_DAY_PER_INSTRUMENT|SIGNAL_SPAM_RISK:MORE_THAN_50_PERCENT_CANDLES|SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.mean_reversion_candidate_generator.build_mean_reversion_candidate_intents,30,10.0,86,0.22093,3.995451,-6.004549,-2553.01982,-29.686277,-2528.96707,0.131071,-7.918641,-10.665223,-0.791892,86,0,"{""BANKNIFTY"": 35, ""NIFTY"": 26, ""SENSEX"": 25}","{""midday_1200_1359"": 86}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
ensemble.mean_reversion_signal,30,10.0,123,0.219512,3.239543,-6.760457,-4108.88001,-33.405529,-4076.77011,0.129398,-7.99554,-11.168613,-1.565568,123,0,"{""BANKNIFTY"": 44, ""NIFTY"": 42, ""SENSEX"": 37}","{""late_1400_close"": 1, ""midday_1200_1359"": 122}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
core.breakout_candidate_generator.build_breakout_candidate_intents,30,10.0,205,0.146341,-2.258622,-12.258622,-13081.05947,-63.810046,-13096.81387,0.044597,-11.386568,-19.637781,-4.949421,0,205,"{""BANKNIFTY"": 59, ""NIFTY"": 83, ""SENSEX"": 63}","{""late_1400_close"": 52, ""midday_1200_1359"": 153}",SIGNAL_SPAM_RISK:REPEATED_SAME_DIRECTION_WITHOUT_COOLDOWN
